Dialogue_Id,Speaker,Emotion_name,Utterance,Annotate(0/1)
3,monisha,neutral,han rasesh bhaiya dekhiae na main apna purana kurta kitni bar fenk dene ka sochti hoon lekin fekti thodi hoon,0
3,sahil,neutral,monisha tumhare phate hue kurte mein aur rosesh mein thoda fark hai.,0
3,rosesh,sadness,koi fark nahin hai sahil bhai. main bhi phat chuka hun is purane kurte ki tarah!,0
3,monisha,neutral,aur donon ka colour bhi same hai. dekho. off white.,0
3,rosesh,sadness,see the coincidence!,0
3,sahil,anger,are han! rosesh me sirf hook nahin hai...,0
4,rosesh,sadness,momma aap mujhse dur hi rahe to behtar hoga,0
4,maya,neutral,batao phool khushbu se dur rah sakta hai?,0
4,rosesh,contempt,yah line seriously middle class nahin hai?,0
4,maya,neutral,han hai. lekin maine socha ki agar main thoda poetic language main tumse baat karun to... lekin batao na phool khushbu se dur ho sakta hai?,0
4,rosesh,sadness,"phool aur khushbu ek dusre se dur rah sakte hain momma, agar phool plastic ke ho to.",0
4,maya,sadness,nahin nahin please baby apne aap ko plastic ka phool mat kaho,0
4,rosesh,sadness,momma plastic ka phool maine aapko kaha hai. main to bloody fool hun! jo itne salon se soch raha tha ki kisi ko jarurat ho na ho lekin meri momma ko meri jarurat hogi,0
4,maya,neutral,han to hai na beta hai,0
4,rosesh,sadness,aap jhooth bol rahi hai momma. aap to mere paida hone ke pahle hi...,0
4,maya,neutral,rosesh baby wo to sirf ek khayal tha.,0
4,rosesh,sadness,matlab khyal tu aaya tha na mera khoon karne ka,0
4,maya,neutral,rosesh please don't exaggerate. uss waqt meri tabiyat bahut weak thi. dr. jhunjhunwala ne to kaha bhi tha ki teesra bachcha hone mein meri jaan ko khatra hai!,0
4,rosesh,sadness,matlab aapane apni jaan bachane ke liye meri jaan...,0
4,rosesh,sadness,"jo sawal apne dad se kiya vahi sawal main aapse karta hun momma, agar bhagwan aap se poochenge ki kisi ek ki jaan ko dena jaruri hai, to aap meri hi jaan dengi na?",0
4,maya,contempt,"no no i swear baby no! never! mein tumhari jaan kabhi na deti! main bhagwan ko samjhati ki bhagwan rosesh to aap hi ki den hai duniya ko, aap uski jaan mat lijiye. uske badle samne ke ghar ko dekhiye. vahan ek jaan hai jo sara din bhains ki tarah tv ke samne padi rahti hai!",0
4,rosesh,neutral,monisha bhabhi ki baat chhodiye. lekin use waqt to aapane apni hi jaan ki parvah ki thi na momma!,0
4,maya,sadness,"main na karti rosesh, lekin sahil aur sonia chote chote the aur bai kam chhod kar ke chali gai thi. main khud un donon ko school le jaya karti thi. aur jab hamari gadi kharab ho gai to maine taxi se safar kiya hai lekin uff tak nahin ki. fir part time nauker kam chod ke bhag gya! to maine unke kapde istri kiye hain. inn taklifo ke beech jab mujhe pata chala ki mujhe teesra bachcha hone wala hai, to main qubool karti hun ki ek second ke liye mere man mein yah vichar aaya, to kya maine gunah kiya?",0
4,rosesh,sadness,sorry main ab yahan nahin ruk sakta,0
4,maya,sadness,tu kahan jaaoge tum?,0
4,rosesh,neutral,wahin jahan kisi ko meri jarurat ho.,0
4,maya,neutral,tumhari kise jarurat hogi? i mean kisi na kisi ko to hogi jarurat magar kise?,0
4,rosesh,sadness,wo to waqt aane par aur ad aane per pata chal jayega momma.,0
4,maya,surprise,ad?,0
5,indravardhan,joy,.hahaha. can you imagine sahil do ghante tak rosesh kismi ko apne drama ke dialogue sunata raha dhadak dhadak dhadak. hahaha,0
5,monisha,neutral,vah to theek hai dadi ji zara ye sochiye agar kismi ka ghar kisi kabristan ke pass hota to?,0
5,sahil,joy,to kya. rosesh ko dialogue bolane ki jarurat hi nahin padati. woh chupchap kismi ke samne baitha rahata vah aur apne aap kabristan ka feel aa jata,0
5,indravardhan,joy,hahaha. safed bhoot kahin ka. hahaha,0
5,rosesh,neutral,sahil bhai dad?,0
5,indravardhan,neutral,ayy dekho dekho,0
5,rosesh,neutral,monisha bhabhi,0
5,indravardhan,neutral,dekho monisha gaur se dekho,0
5,rosesh,neutral,kya kya kya,0
5,sahil,joy,ek minute ek minute. rosesh baith jao. baith ja aankhen badi kar ab dad ko gauro. dant nikal ke.aaa yah dekho hain same to same,0
5,monisha,neutral,haan. same,0
5,rosesh,joy,kya hua aap sab aise gore kyon rahe? mujhe sharm aa rahi hai,0
5,indravardhan,contempt,oh ho bhoot sharma ra ha hai. hahaha,0
5,sahil,neutral,achcha yah bata to dauda dauda kyon aaya yahan?,0
5,rosesh,neutral,are haan. kismi aayi hai kya yahan?,0
5,monisha,neutral,kismi toh mummy ji ke sath gai hai na naukari ka interview dene?,0
5,rosesh,neutral,raste mein momma ko sarita aunty mil gai vah unhe hi hello kar ne lagi gi kismi gayab,0
5,indravardhan,surprise,gayab?,0
6,maya,contempt,this is the limit indu. are madhubhai is tarah se apni bhatiji ko hamare yahan kaise chhod sakte hain,0
6,indravardhan,neutral,isme kya harj kya hai maya,0
6,maya,neutral,indravardhan kunwari ladki hai vah. i mean hum responsibility kaise le sakte hain? hamare ghar mein ek handsome young kunwara ladka hai,0
6,indravardhan,joy,chhat main kunwara kahan hun.,0
6,maya,anger,main rosesh ki baat kar rahi thi,0
6,indravardhan,neutral,han rosesh kumara hai per vah handsome kahan hai,0
6,maya,contempt,oh cut it out indu in any case mujhe rosesh ki fikar nahin hai. vah aisi mani ben made in jaipur jaisi ladki ke samne aankh uthakar bhi nahin dekhega,0
6,indravardhan,contempt,naturally tum uski aankhen nahin noch logi,0
6,maya,neutral,well there's that but the point is the rosesh is not a problem. lekin vah ladki kal kuchh ulta sulta ho gaya to fir,0
6,indravardhan,neutral,"are don't worry maya, ya kismi is kasam ki ladki nahin hai",0
6,maya,neutral,tumhen kaise pata ho sakta hai ki vah pagal ho yah serial killer yah...,0
6,kismi,joy,maasi kya sone ki tayari ho rahi hain?,0
6,maya,contempt,kiss me please kisi ke kamre mein aane se pahle knock karna chahie,0
6,kismi,joy,kal se knock kar ke aaungi na. kaise ho mausa,0
6,indravardhan,joy,ekadam maje mein. aaj mein jamke sounga bhai. daba ke khaya hai maya ke hathon ka bana hua mushroom masala. ,0
6,maya,contempt,it was mushroom de paiza indravardhan. and please healthily khaya hai bolo daba ke khaya hai is wedding receptionistacally middle class. jahan log daba ke basundi pite hai yah cutlets khate hain. not to forget  trirangi dhokala and paan. lekin i am sure tum to definitely dinner discuss nahi karne aayi hogi ho,0
6,kismi,contempt,nai masi. isme discuss kya karna. main to non-veg khati hi nahin na,0
6,maya,neutral,excuse me kismi. yah jo mushroom hote hain na vah non-veg nahin hote,0
6,kismi,disgust,vo non-veg jaisa hi hota hai mausa aur mere jetpur mein haina usse billi ka top kehte hai. vah mareli sadeli gili lakadi per jab bhi nikal aata hai na mushroom kab hai na use,0
6,maya,neutral,excuse me kismi. mushroom koi bimari nahin hai jo nikal kar aaye and please get to the point. tum itni raat ko yahan kyon aayi o,0
6,kismi,neutral,haan. masi idhar aaju baju mein railway station kahan hai,0
6,maya,surprise,station? kyun?,0
6,kismi,neutral,vah kya hai na  ki jetpur mein mera ghar railway station ke laggo lag hai. tum mujhe hai na ki train aawar jaawar ki awaaz sunke hi sone ki aadat hai,0
6,indravardhan,neutral,ek minute ek minute kismi. iska matlab tum railway station per jakar sone ki soch rahi ho,0
6,kismi,neutral,na re sangi nahin per sun ke awoogi tu do ghadi aankh to lagegi na mausa,0
6,maya,neutral,itni raat ko tumhen koi station nahin le ja sakta haa. ek kam karo kudi thodi der chukh chukh bolo aur so jao. ok,0
6,kismi,surprise,hain?,0
6,indravardhan,anger,madhubhai ki bhatiji. hain!,0
7,sahil,neutral,yess?,0
7,kismi,joy,hello good night,0
7,sahil,neutral,haa good night kahane ke liye tum abhi aayi ho,0
7,kismi,neutral,han. tum monisha ko bhi bol deti hun. monisha,0
7,sahil,anger,arre shhh,0
7,kismi,neutral,monisha,0
7,sahil,neutral,ayy kismi main manisha ko good night bol dunga chalo aur suno agar kal raat bhi tum bhul gai na good night bolna to parson subah aana belated good night bolna chalao,0
7,monisha,surprise,kaun hai sahil? kismi raat ko ek baje,0
7,sahil,neutral,raat ke teen baje hi monisha,0
7,monisha,neutral,are han meri gadi to ek hafte se band hai,0
7,kismi,surprise,tum ek hafte se band ghadi pahan rahi ho,0
7,monisha,neutral,han vah gold-plated hai na aur fir hath par bandi hui acchi lagti hai mahangi wali aur vaise bhi kareeb se kaun dekhne aata hai ki band hai ya chalu,0
7,kismi,neutral,high class hai haan monisha. per man lo ke kisi ne poochha bahan time kya hua hai toh,0
7,monisha,neutral,to main foran chuke kaise deti ho. are meri galti to band ho gai,0
7,kismi,neutral,solid high class idea hi monisha. hahaha. ay lekin monisha socho ke kisi sim aadami ne 2-3 bar time poochh liya to,0
7,monisha,fear,yah to maine socha hi nahin kab to use shak ho sakta hai na kismi,0
7,sahil,neutral,ooo chokriyo. chalo yah band gadi vasul vasul kal subah kheloge to chalega,0
7,kismi,neutral,sorry sahil bhai actually mujhe thodi madad chahie thi,0
7,sahil,neutral,kaisi,0
7,kismi,neutral,vah mujhe railgadi ki awaaz suni thi,0
7,sahil,contempt,alka yagnik ya udit narayan ki awaz nahin chalegi na,0
7,kismi,sadness,bus bus sahil bhai meri firki khinch rahe ho na,0
7,sahil,contempt,nahin nahin kya hai na kar meri cd ke collection mein train ki awaaz wali sidhi nahin hai,0
7,kismi,sadness,to ab mujhe nind kaise aaegi,0
7,sahil,neutral,ek kam karo abbi please sone ki ki koshish karo agar neend nahi aaye na to man mein main vah bed bakriyan 1 2 3 4 chalo chalo chalo good night,0
7,monisha,joy,good night,0
8,maya,neutral,gayab as in thin air. sarita aur main puri building chan mari,0
8,indravardhan,neutral,kaun si?,0
8,maya,neutral,embassy embassy towers uske aas paas ki sari sadke bhi dekhni hum logon ne,0
8,monisha,neutral,lekin aapane use naam lekar pukara? use awaaz di?,0
8,maya,anger,nahin,0
8,indravardhan,anger,common maya awaaz to lagani chahie thi na,0
8,maya,neutral,uska naam kismi hai indu,0
8,indravardhan,neutral,toh?,0
8,maya,neutral,sarita aur main har jagah kismi kismi kahate hue khoon se to kaisa lagta?,0
8,rosesh,fear,koi badmash aakar ke momma ko kiss kar leta to,0
8,maya,neutral,right toh. i mean monisha hoti to alag baat thi. usse kis karne kaun aata. lekin main to abhi 35 ki lagti hun na,0
8,rosesh,neutral,bhale hi aap ho 51 ki,0
8,maya,anger,yah kahana jaruri tha?,0
8,sahil,neutral,excuse me guys! kismi ke bare mein soche oh my god sahil,0
8,indravardhan,fear,oh my god sahil 6 bajane wale hain aur tum to jante ho embassy towers ke piche 6 baje ke bad kya hota hai,0
8,sahil,neutral,kya hota hai?,0
8,indravardhan,anger,up come on ab acting mat karo jaise tumhen kuchh pata hi nahin hai,0
8,sahil,fear,vakya mein mujhe kuchh pata nahin hai kuchh,0
8,indravardhan,contempt,aaaa hahaha. monisha yahan per baithi hai isiliye nirdosh banne ki koshish kar rahe ho.,0
8,maya,anger,indravardhan embassy towers ke piche kya hota hai 6 baje ke bad bako!,0
8,indravardhan,neutral,kuchh nahin maiya ho gunday mavali wahan chori ka mal bhejte hain. yah imported ghatiya vagaira 400 500rs mein mil jaati hai,0
8,sahil,neutral,right!,0
8,monisha,joy,are vah. sahil chalo chalo wahan chalte hain vaise bhi meri gadi band ho gai hai chalo na,0
8,sahil,anger,monisha,0
8,monisha,neutral,aur kism bhi toh kho gai hai. haina,0
8,madhu,joy,hello everybody,0
8,sahil,fear,oh my goodness madhusudan fufa. koi nahin bataega kismi kho gai hai,0
8,maya,joy,hello madhu bhai aap cold coffee piyenge yah french champagne?,0
8,madhu,neutral,hain?,0
8,indravardhan,neutral,maya. french champagne ghar mein hai?,0
8,maya,neutral,bolane mein kya jata hai unhen sunai thodi de raha hai,0
9,maya,neutral,yess?,0
9,kismi,neutral,namaste,0
9,maya,neutral,aap kon?,0
9,kismi,neutral,kismi,0
9,maya,surprise,excuse me,0
9,kismi,joy,mera naam hai. woh chocolate aati thi na meethi meethi godi godi. use pese rakha.,0
9,madhu,joy,hi maya,0
9,maya,neutral,madhubhai aaye aaye. bahut dino baad.,0
9,madhu,neutral,"maya ya mere bhai moti lal ji ki chhoti beti, kismi.",0
9,maya,contempt,iska naam sachmuch kismi hai,0
9,madhu,neutral,nahin nahin iska naam kismi hai,0
9,naisha,neutral,dids ne abhi vahi tu kaha mr,0
9,madhu,neutral,henh?,0
9,naisha,neutral,dids ne abhi wahi kaha,0
9,madhu,neutral,maya ya sahil ne ladki ke kapde kyon pahne hain?,0
9,monisha,neutral,nahin nahin madhupushpa yah sahil nahin hai yah mummy ji ki bahan hai naisha mausi,0
9,madhu,neutral,han han jarur launga. lekin yah sahil ne ladki ke kapde kyon pahne hai?,0
9,maya,neutral,madhu bhai aap baithie na. inne kuchh bhi nahin sunai deta. baithiye madhu bhai,0
9,madhu,neutral,trivennum!,0
9,naisha,surprise,what?,0
9,maya,anger,madhubhai baithi aap please,0
9,monisha,joy,kisme aao na tum bhi baitho,0
9,kismi,neutral,madhu kaka high class  hai inka ghar,0
9,madhu,neutral,haan! are maiya bade jatan se rakhti hai apne ghar ko,0
9,kismi,neutral,han vah to dikhi raha hai,0
9,madhu,joy,dikhta hai na toh!,0
9,maya,surprise,mamma mia ji kitna easily communicate kar rahi hai madhu bai ke sath,0
9,madhu,neutral,hain?,0
9,maya,neutral,madhubhai yahan kaise aana hua,0
9,madhu,neutral,nahin nahin khichdi aur kadhi banakar gai hai ila,0
9,kismi,neutral,kaka ye poochh rahi hai yahan kaise aana hua?,0
9,madhu,neutral,ooo! maiya meri bhatiji jaidpur se mumbai ayi hai. kaam kaaj dhundhne ke liye,0
9,maya,neutral,achha kis tarah ka kaam kaaj?,0
9,madhu,neutral,aaj? aaj to kitchen repair karenge vah log. lekin yah sahil ne ladki ke kapde kyon pahne hai?,0
9,kismi,neutral,kaka yah sahil bhai nahi hai. yah inki bahan hai,0
9,madhu,surprise,oo maiya ye tumhari bahan hai ?,0
9,maya,neutral,naisha,0
9,madhu,neutral,lekin kisme ne to kaha ki tumhari bahan hai,0
9,maya,anger,madhubhai yah. over to kisme,0
9,kismi,neutral,kaka inka naam hai naisha,0
9,madhu,neutral,ooo naisha,0
9,monisha,joy,are vah mummy ji yah ladki to champion hai,0
9,kismi,neutral,main kaka ke yahan rahane aayi hoon per ke yahan repair chal rahi hai na. to vah mujhe yahan chhodake jale hain,0
9,maya,surprise,what?,0
9,kismi,neutral,haan.zyada nai en do mahine ke liye,0
9,maya,fear,ek do mahine. madhubhai that's not possible hah.,0
9,madhu,joy,thank you maya,0
9,maya,neutral,oh my god madhubhai over to kismi. samjhao please,0
9,kismi,sadness,kaka yah kah rahi hai main yahan nahin rah sakti,0
9,madhu,surprise,achcha kyon?,0
9,kismi,neutral,achcha kyon ?,0
9,maya,contempt,main sun sakti hun thank you,0
9,madhu,neutral,han batao na kyon,0
9,maya,joy,kyunki ki naisha yahan hai na,0
9,naisha,joy,dids main to aaj hi ja rahi hun sham ko. punjab mujhe yad a raha hai vahan hare hare kheton mein main aur jugalkishor duet gaaye gay. tujhe dekha to yeh jaana sanam,0
9,maya,anger,naisha band karo apna ye punjab tourism. now enough naisha,0
9,naisha,sadness,tujhe dekha to ye jana sanam,0
9,maya,anger,bass,0
9,naisha,anger,alright!,0
9,madhu,neutral,lekin kisme yahan kyon nahin rah sakti maya,0
9,maya,neutral,vahi main sochne ki koshish kar rahi hun madhu bhai.,0
9,madhu,neutral,hain?,0
9,indravardhan,joy,hi everybody! hi naisha! ,0
9,naisha,joy,jiju,0
9,indravardhan,fear,oh my god hain hain kumar,0
9,madhu,neutral,ayyy indu? yah meri bhatiji yahan rah sakti hai kuchh dinon ke liye.,0
9,maya,anger,sir kya hila rahe ho,0
9,indravardhan,anger,are kuchh bolunga to fir yah hain hain karenge,0
9,maya,anger,arre per yun bhi to kar sakte ho na main,0
9,indravardhan,contempt,aisa karta to fir vah kahate kyon nahin rah sakti fir main jawab deta to vah fir se kahate hain hain. isliye maine,0
9,kismi,joy,kaka masa ne haan kaha,0
9,madhu,joy,hash,0
10,monisha,neutral,rosesh bhaiya! chai pi lijiye,0
10,rosesh,neutral,kahan hogi vah is waqt,0
10,monisha,neutral,are vahi table per hi to padhi hui hai,0
10,rosesh,neutral,mai kismi ki baat kar raha hun bhabhi,0
10,monisha,neutral,umm. sab gaye hain na kismi ko dhundhne ke liye. chaliye aap chai aur kormore kha lijiye chaliye. are han usmein kuchh jale hue kormore bhi hai. unhen side mein kar lijiyega han,0
10,rosesh,disgust,mujhe nahin khane ja,0
10,monisha,neutral,sare ke sare nahin chale hue hain dekhi na kuchh yellow wali bhi hai. main chunke dun,0
10,rosesh,neutral,vah baat nahin hai bhabhi mein bus pahunch raha hun ke kismi ko bhi to bhookh lagi hogi,0
10,monisha,joy,to vahan per jethalal pani puri wala hai na saade pani ki pani puri ke 18 rupaye per plate. aur mineral water ke pani puri ke 30 rupaye per plate. aur pata hai hai jethalal se jyada zidd karo na to do pani puri free mein bhi deta hai,0
10,rosesh,neutral,lekin kismi ke pass paise nahin honge toh? ,0
10,monisha,joy,to vah free wali pani puri pahle mang legi aur kahegi ki actual plate bad mein khaungi,0
10,rosesh,neutral,vah gaon ki bholi ladki hai bhabhi vah kya kisi se free mein pani puri mangi thodi si madad mangne mein tu itni hich kicha rahi thi raat ko,0
10,monisha,surprise,raat ko?,0
10,rosesh,joy,han kal raat ko mere kamre mein aayi thi,0
11,maya,surprise,"indu tum rosesh ko mai chai banati hun. are tum yahan kyon so rahe ho rosesh, rosesh sweety",0
11,rosesh,sadness,sony dijiye na momma raat bhar nahin hua,0
11,maya,surprise,kyun ,0
11,rosesh,neutral,kismi ne sone hi nahin diya,0
11,maya,anger,kya kar rahe the tum dono raat bhar? kahan hai kismi?,0
11,rosesh,neutral,vah mere bedroom mein hai bichari,0
11,maya,anger,vah bichari nahin hai tum idiot ho. come on wake up. kismi! kis,0
11,kismi,joy,good morning masi,0
11,maya,anger,i demand an explanation kismi tum rosesh ke kamre mein kya kar rahi thi?,0
11,kismi,joy,main vahan so rahi thi masi thik thak nind a gai. rosesh ki madad se,0
11,maya,neutral,rosesh,0
11,rosesh,neutral,mama isko train ki awaaz unke sone ki aadat hai na,0
11,maya,neutral,haan toh,0
11,rosesh,neutral,"koi yad hai use hindi natak mein, ay musafir tera order de veg ya non veg. jis natak mein mein train ka second class dibba vah banaa tha",0
11,maya,neutral,han yad hai badi cute lag rahe the tum first class dibba hote to aur bhi achha hota but so?,0
11,rosesh,neutral,usmein mera dialogue tha na dhadak dhadak dhadak dhadak dhadak ooooooo f,0
