Dialogue_Id,Speaker,Emotion_name,Utterance,Annotate(0/1)
15,person1,neutral,"haan to madam, aap ke pass ish makaan ko khaali karne ke liye exactly 15 minutes hain. uske baad hum ish ghar se ish building ka demolition suru kar denge.",0
15,maya,surprise,whaat?,0
15,person1,neutral,"haan to aap ke 15 minutes suru hote hain aab. larko, andaar aa jaao.",0
15,rosesh,fear,"oh god, weapons!",0
15,maya,fear,iye sab keya ho raha hain indu?,1
15,person1,surprise,accha toh indravadan aap hain,0
16,maya,neutral,hello maya sarabhai,0
16,person1,neutral,nehi nehi main rajsekhar inamdar,0
16,maya,neutral,main maya sarabhai,0
16,person1,neutral,app main se indravadan sarabhai kayn hain?,0
16,indu,joy,"app hi bataiye, nehi nehi just make a wild guess. hum main se indravadan sarabhai kayn ho sakta hain?",0
16,person1,joy,kohi hint to dijiye aap,0
16,indu,neutral,"ok ok, indravadan je hain na, he is a dashing",0
16,maya,anger,indravadan indravadan baad main khelenge if you dont mind. aap please mujhe bataiyain keya kaam ke liye aaye hain aap?,0
16,person1,neutral,"haan to madam, aap ke pass ish makaan ko khaali karne ke liye exactly 15 minutes hain. uske baad hum ish ghar se ish building ka demolition suru kar denge.",0
16,maya,surprise,whaat?,0
16,person1,neutral,"haan to aap ke 15 minutes suru hote hain aab. larko, andaar aa jaao.",0
16,rosesh,fear,"oh god, weapons!",0
16,maya,fear,iye sab keya ho raha hain indu?,0
16,person1,surprise,accha toh indravadan aap hain,0
16,indu,neutral,"chal chal, aap isne indu karke bola hain toh aapko samaj aa geya, barna pata hi nehi chalta, hain na. this is cheating.",0
16,person1,joy,are nahi nahi cheating kaha kiye hain? are main ne,0
16,indu,anger,of course this is cheating,0
16,maya,anger,"enough. indravadan stop your silly games. aur aap log sab bahar ho jaiye. main samaj geyi, indu ne aapko paise diye hain na hume darane ke liye? out!",1
16,person1,anger,"madam aap iye heya kahi rahi hain? iye time pass nehi hain. file lao idhaar. iye parihe zara aap. notice pariye aap. iye aapne building khari kiye hain na, iye building illegal construction hain.",0
17,maya,neutral,hello maya sarabhai,0
17,person1,neutral,nehi nehi main rajsekhar inamdar,0
17,maya,neutral,main maya sarabhai,0
17,person1,neutral,app main se indravadan sarabhai kayn hain?,0
17,indu,joy,"app hi bataiye, nehi nehi just make a wild guess. hum main se indravadan sarabhai kayn ho sakta hain?",0
17,person1,joy,kohi hint to dijiye aap,0
17,indu,neutral,"ok ok, indravadan je hain na, he is a dashing",0
17,maya,anger,indravadan indravadan baad main khelenge if you dont mind. aap please mujhe bataiyain keya kaam ke liye aaye hain aap?,0
17,person1,neutral,"haan to madam, aap ke pass ish makaan ko khaali karne ke liye exactly 15 minutes hain. uske baad hum ish ghar se ish building ka demolition suru kar denge.",0
17,maya,surprise,whaat?,0
17,person1,neutral,"haan to aap ke 15 minutes suru hote hain aab. larko, andaar aa jaao.",0
17,rosesh,fear,"oh god, weapons!",0
17,maya,fear,iye sab keya ho raha hain indu?,0
17,person1,surprise,accha toh indravadan aap hain,0
17,indu,neutral,"chal chal, aap isne indu karke bola hain toh aapko samaj aa geya, barna pata hi nehi chalta, hain na. this is cheating.",0
17,person1,joy,are nahi nahi cheating kaha kiye hain? are main ne,0
17,indu,anger,of course this is cheating,0
17,maya,anger,"enough. indravadan stop your silly games. aur aap log sab bahar ho jaiye. main samaj geyi, indu ne aapko paise diye hain na hume darane ke liye? out!",0
17,person1,anger,"madam aap iye heya kahi rahi hain? iye time pass nehi hain. file lao idhaar. iye parihe zara aap. notice pariye aap. iye aapne building khari kiye hain na, iye building illegal construction hain.",0
17,maya,surprise,illegal?,0
17,indu,neutral,kayn kahta hain?,0
17,person1,anger,"iye zameen government ki propoerty hain, aapke family ne lease pe li thi, magar paanch saal pehle wo lease khatam ho chuki hain.",0
17,indu,neutral,ha lekin uske baad hum lease renew karwa di thi,0
17,person1,neutral,"magar hamare paas kohi record nehi hain. haan, aapke pass lease renew ka record hain toh dikha dijiye",0
17,maya,neutral,lease dhudne ke liye hume time lagega. hume thora bakt dijiye please,0
17,person1,neutral,teesh din ka notice toh diya tha aapko.,1
17,maya,anger,notice? hume kohi notice nehi mila.,0
18,maya,neutral,hello maya sarabhai,0
18,person1,neutral,nehi nehi main rajsekhar inamdar,0
18,maya,neutral,main maya sarabhai,0
18,person1,neutral,app main se indravadan sarabhai kayn hain?,0
18,indu,joy,"app hi bataiye, nehi nehi just make a wild guess. hum main se indravadan sarabhai kayn ho sakta hain?",0
18,person1,joy,kohi hint to dijiye aap,0
18,indu,neutral,"ok ok, indravadan je hain na, he is a dashing",0
18,maya,anger,indravadan indravadan baad main khelenge if you dont mind. aap please mujhe bataiyain keya kaam ke liye aaye hain aap?,0
18,person1,neutral,"haan to madam, aap ke pass ish makaan ko khaali karne ke liye exactly 15 minutes hain. uske baad hum ish ghar se ish building ka demolition suru kar denge.",0
18,maya,surprise,whaat?,0
18,person1,neutral,"haan to aap ke 15 minutes suru hote hain aab. larko, andaar aa jaao.",0
18,rosesh,fear,"oh god, weapons!",0
18,maya,fear,iye sab keya ho raha hain indu?,0
18,person1,surprise,accha toh indravadan aap hain,0
18,indu,neutral,"chal chal, aap isne indu karke bola hain toh aapko samaj aa geya, barna pata hi nehi chalta, hain na. this is cheating.",0
18,person1,joy,are nahi nahi cheating kaha kiye hain? are main ne,0
18,indu,anger,of course this is cheating,0
18,maya,anger,"enough. indravadan stop your silly games. aur aap log sab bahar ho jaiye. main samaj geyi, indu ne aapko paise diye hain na hume darane ke liye? out!",0
18,person1,anger,"madam aap iye heya kahi rahi hain? iye time pass nehi hain. file lao idhaar. iye parihe zara aap. notice pariye aap. iye aapne building khari kiye hain na, iye building illegal construction hain.",0
18,maya,surprise,illegal?,0
18,indu,neutral,kayn kahta hain?,0
18,person1,anger,"iye zameen government ki propoerty hain, aapke family ne lease pe li thi, magar paanch saal pehle wo lease khatam ho chuki hain.",0
18,indu,neutral,ha lekin uske baad hum lease renew karwa di thi,0
18,person1,neutral,"magar hamare paas kohi record nehi hain. haan, aapke pass lease renew ka record hain toh dikha dijiye",0
18,maya,neutral,lease dhudne ke liye hume time lagega. hume thora bakt dijiye please,0
18,person1,neutral,teesh din ka notice toh diya tha aapko.,0
18,maya,anger,notice? hume kohi notice nehi mila.,0
18,indu,surprise,"haan, hume kohi notice nehi mila.",0
18,person1,neutral,"kamaal hain, kaise nehi mila. iye dekhiye. registered post office ke receipt.",0
18,maya,contempt,received third march two thousand five. received by monisha sarabhai,1
19,sahil,anger,bina padhe tum wo paper raddi me kaise daal diye?,0
19,monisha,fear,"wo thori mote mote se the, toh maine socha faltu honge",0
19,maya,anger,indravadan ke naam pe important registered papers tum liye hi kyun?,1
19,monisha,sadness,wo aap ush din ghar pe thi nehi toh keya karti?,0
20,sahil,anger,bina padhe tum wo paper raddi me kaise daal diye?,0
20,monisha,fear,"wo thori mote mote se the, toh maine socha faltu honge",0
20,maya,anger,indravadan ke naam pe important registered papers tum liye hi kyun?,0
20,monisha,sadness,wo aap ush din ghar pe thi nehi toh keya karti?,0
20,indu,contempt,"correct, maya kusur tumhara hi hain. tum ush din ghar pe kyun nehi thi bhai?",0
20,monisha,neutral,mammi ji ush din wo swarupra singh ki ghar gayi thi na,0
20,maya,contempt,please unka naam thora tammez se lo monisha. wo padmabhushan swarupa singh hain.,1
20,monisha,surprise,unka asli naam padmabhushan hain?,0
21,sahil,anger,bina padhe tum wo paper raddi me kaise daal diye?,0
21,monisha,fear,"wo thori mote mote se the, toh maine socha faltu honge",0
21,maya,anger,indravadan ke naam pe important registered papers tum liye hi kyun?,0
21,monisha,sadness,wo aap ush din ghar pe thi nehi toh keya karti?,0
21,indu,contempt,"correct, maya kusur tumhara hi hain. tum ush din ghar pe kyun nehi thi bhai?",0
21,monisha,neutral,mammi ji ush din wo swarupra singh ki ghar gayi thi na,0
21,maya,contempt,please unka naam thora tammez se lo monisha. wo padmabhushan swarupa singh hain.,0
21,monisha,surprise,unka asli naam padmabhushan hain?,1
21,sahil,contempt,"aree, padmabhushan unhe khetab mila hain. classical singing ke liye.",0
22,sahil,anger,bina padhe tum wo paper raddi me kaise daal diye?,0
22,monisha,fear,"wo thori mote mote se the, toh maine socha faltu honge",0
22,maya,anger,indravadan ke naam pe important registered papers tum liye hi kyun?,0
22,monisha,sadness,wo aap ush din ghar pe thi nehi toh keya karti?,0
22,indu,contempt,"correct, maya kusur tumhara hi hain. tum ush din ghar pe kyun nehi thi bhai?",0
22,monisha,neutral,mammi ji ush din wo swarupra singh ki ghar gayi thi na,0
22,maya,contempt,please unka naam thora tammez se lo monisha. wo padmabhushan swarupa singh hain.,0
22,monisha,surprise,unka asli naam padmabhushan hain?,0
22,sahil,contempt,"aree, padmabhushan unhe khetab mila hain. classical singing ke liye.",0
22,monisha,surprise,matlab wo ompoori ji ke dubbing nehi karti?,1
22,maya,surprise,"ompoori ji ki dubbing? huh, kise kaha iye tumhe?",0
23,sahil,anger,bina padhe tum wo paper raddi me kaise daal diye?,0
23,monisha,fear,"wo thori mote mote se the, toh maine socha faltu honge",0
23,maya,anger,indravadan ke naam pe important registered papers tum liye hi kyun?,0
23,monisha,sadness,wo aap ush din ghar pe thi nehi toh keya karti?,0
23,indu,contempt,"correct, maya kusur tumhara hi hain. tum ush din ghar pe kyun nehi thi bhai?",0
23,monisha,neutral,mammi ji ush din wo swarupra singh ki ghar gayi thi na,0
23,maya,contempt,please unka naam thora tammez se lo monisha. wo padmabhushan swarupa singh hain.,0
23,monisha,surprise,unka asli naam padmabhushan hain?,0
23,sahil,contempt,"aree, padmabhushan unhe khetab mila hain. classical singing ke liye.",0
23,monisha,surprise,matlab wo ompoori ji ke dubbing nehi karti?,0
23,maya,surprise,"ompoori ji ki dubbing? huh, kise kaha iye tumhe?",0
23,sahil,neutral,"ahh, wo dekhiye, app ke piche wo jo chup raha he na wo. daad, bahar aiye.",0
23,indu,fear,"haa, tum uske awaz sune hain? kitne bhari hain. jar wo phone pain 'hello, maya hain' kahta hain toh aisa lagta hain ke kohi don baat kar raha hain.",1
23,maya,anger,what nonsense! tumne unhe gaana gaate hue suna hain kabhi?,0
24,sahil,anger,bina padhe tum wo paper raddi me kaise daal diye?,0
24,monisha,fear,"wo thori mote mote se the, toh maine socha faltu honge",0
24,maya,anger,indravadan ke naam pe important registered papers tum liye hi kyun?,0
24,monisha,sadness,wo aap ush din ghar pe thi nehi toh keya karti?,0
24,indu,contempt,"correct, maya kusur tumhara hi hain. tum ush din ghar pe kyun nehi thi bhai?",0
24,monisha,neutral,mammi ji ush din wo swarupra singh ki ghar gayi thi na,0
24,maya,contempt,please unka naam thora tammez se lo monisha. wo padmabhushan swarupa singh hain.,0
24,monisha,surprise,unka asli naam padmabhushan hain?,0
24,sahil,contempt,"aree, padmabhushan unhe khetab mila hain. classical singing ke liye.",0
24,monisha,surprise,matlab wo ompoori ji ke dubbing nehi karti?,0
24,maya,surprise,"ompoori ji ki dubbing? huh, kise kaha iye tumhe?",0
24,sahil,neutral,"ahh, wo dekhiye, app ke piche wo jo chup raha he na wo. daad, bahar aiye.",0
24,indu,fear,"haa, tum uske awaz sune hain? kitne bhari hain. jar wo phone pain 'hello, maya hain' kahta hain toh aisa lagta hain ke kohi don baat kar raha hain.",0
24,maya,anger,what nonsense! tumne unhe gaana gaate hue suna hain kabhi?,0
24,indu,neutral,"of course, main toh bachane daura bhi tha.",0
24,sahil,surprise,bachane?,0
24,indu,neutral,"haan, wo ek din stage pe mike pakarke aaaaaa kar rahi thi, toh mujhe laga use shock laga, mike ke through.",1
24,maya,disgust,you are so funny indravadan. tum circus pe joker ka kaam kyun nehi karte? haan?,0
24,sahil,anger,"well said mom, kam se kam uha tambu toh milega rahne ke liye. kynke daad agar lease ke paper nehi mile na toh iye building toh geyi. yaad kijiye daad kaha rakhe hain aapne lease ke papers.",1
25,sahil,anger,bina padhe tum wo paper raddi me kaise daal diye?,0
25,monisha,fear,"wo thori mote mote se the, toh maine socha faltu honge",0
25,maya,anger,indravadan ke naam pe important registered papers tum liye hi kyun?,0
25,monisha,sadness,wo aap ush din ghar pe thi nehi toh keya karti?,0
25,indu,contempt,"correct, maya kusur tumhara hi hain. tum ush din ghar pe kyun nehi thi bhai?",0
25,monisha,neutral,mammi ji ush din wo swarupra singh ki ghar gayi thi na,0
25,maya,contempt,please unka naam thora tammez se lo monisha. wo padmabhushan swarupa singh hain.,0
25,monisha,surprise,unka asli naam padmabhushan hain?,0
25,sahil,contempt,"aree, padmabhushan unhe khetab mila hain. classical singing ke liye.",0
25,monisha,surprise,matlab wo ompoori ji ke dubbing nehi karti?,0
25,maya,surprise,"ompoori ji ki dubbing? huh, kise kaha iye tumhe?",0
25,sahil,neutral,"ahh, wo dekhiye, app ke piche wo jo chup raha he na wo. daad, bahar aiye.",0
25,indu,fear,"haa, tum uske awaz sune hain? kitne bhari hain. jar wo phone pain 'hello, maya hain' kahta hain toh aisa lagta hain ke kohi don baat kar raha hain.",0
25,maya,anger,what nonsense! tumne unhe gaana gaate hue suna hain kabhi?,0
25,indu,neutral,"of course, main toh bachane daura bhi tha.",0
25,sahil,surprise,bachane?,0
25,indu,neutral,"haan, wo ek din stage pe mike pakarke aaaaaa kar rahi thi, toh mujhe laga use shock laga, mike ke through.",0
25,maya,disgust,you are so funny indravadan. tum circus pe joker ka kaam kyun nehi karte? haan?,0
25,sahil,anger,"well said mom, kam se kam uha tambu toh milega rahne ke liye. kynke daad agar lease ke paper nehi mile na toh iye building toh geyi. yaad kijiye daad kaha rakhe hain aapne lease ke papers.",0
25,indu,anger,sahil maine ehi rakhe the yaar.,0
25,maya,disgust,"aree magar iha se toh sirf tumhare kapre, iye one thousand and one dirty jokes ki kitaab aur chocolate chips cookies ka dabba mila hain. chaar saal purane cookies ka dabba kohi cupboard pe kaise rakh sakta hain indravadan?",1
25,indu,contempt,"kyun, tum pachaas saal purane jewar cupboard pe nehi rakhti?",0
26,sahil,anger,bina padhe tum wo paper raddi me kaise daal diye?,0
26,monisha,fear,"wo thori mote mote se the, toh maine socha faltu honge",0
26,maya,anger,indravadan ke naam pe important registered papers tum liye hi kyun?,0
26,monisha,sadness,wo aap ush din ghar pe thi nehi toh keya karti?,0
26,indu,contempt,"correct, maya kusur tumhara hi hain. tum ush din ghar pe kyun nehi thi bhai?",0
26,monisha,neutral,mammi ji ush din wo swarupra singh ki ghar gayi thi na,0
26,maya,contempt,please unka naam thora tammez se lo monisha. wo padmabhushan swarupa singh hain.,0
26,monisha,surprise,unka asli naam padmabhushan hain?,0
26,sahil,contempt,"aree, padmabhushan unhe khetab mila hain. classical singing ke liye.",0
26,monisha,surprise,matlab wo ompoori ji ke dubbing nehi karti?,0
26,maya,surprise,"ompoori ji ki dubbing? huh, kise kaha iye tumhe?",0
26,sahil,neutral,"ahh, wo dekhiye, app ke piche wo jo chup raha he na wo. daad, bahar aiye.",0
26,indu,fear,"haa, tum uske awaz sune hain? kitne bhari hain. jar wo phone pain 'hello, maya hain' kahta hain toh aisa lagta hain ke kohi don baat kar raha hain.",0
26,maya,anger,what nonsense! tumne unhe gaana gaate hue suna hain kabhi?,0
26,indu,neutral,"of course, main toh bachane daura bhi tha.",0
26,sahil,surprise,bachane?,0
26,indu,neutral,"haan, wo ek din stage pe mike pakarke aaaaaa kar rahi thi, toh mujhe laga use shock laga, mike ke through.",0
26,maya,disgust,you are so funny indravadan. tum circus pe joker ka kaam kyun nehi karte? haan?,0
26,sahil,anger,"well said mom, kam se kam uha tambu toh milega rahne ke liye. kynke daad agar lease ke paper nehi mile na toh iye building toh geyi. yaad kijiye daad kaha rakhe hain aapne lease ke papers.",0
26,indu,anger,sahil maine ehi rakhe the yaar.,0
26,maya,disgust,"aree magar iha se toh sirf tumhare kapre, iye one thousand and one dirty jokes ki kitaab aur chocolate chips cookies ka dabba mila hain. chaar saal purane cookies ka dabba kohi cupboard pe kaise rakh sakta hain indravadan?",0
26,indu,contempt,"kyun, tum pachaas saal purane jewar cupboard pe nehi rakhti?",0
26,maya,neutral,"aah, this man. sahil beta, sayed tumhare ghar ho, tumhare tijori me galati se rakh diya ho, haan.",1
27,sahil,anger,bina padhe tum wo paper raddi me kaise daal diye?,0
27,monisha,fear,"wo thori mote mote se the, toh maine socha faltu honge",0
27,maya,anger,indravadan ke naam pe important registered papers tum liye hi kyun?,0
27,monisha,sadness,wo aap ush din ghar pe thi nehi toh keya karti?,0
27,indu,contempt,"correct, maya kusur tumhara hi hain. tum ush din ghar pe kyun nehi thi bhai?",0
27,monisha,neutral,mammi ji ush din wo swarupra singh ki ghar gayi thi na,0
27,maya,contempt,please unka naam thora tammez se lo monisha. wo padmabhushan swarupa singh hain.,0
27,monisha,surprise,unka asli naam padmabhushan hain?,0
27,sahil,contempt,"aree, padmabhushan unhe khetab mila hain. classical singing ke liye.",0
27,monisha,surprise,matlab wo ompoori ji ke dubbing nehi karti?,0
27,maya,surprise,"ompoori ji ki dubbing? huh, kise kaha iye tumhe?",0
27,sahil,neutral,"ahh, wo dekhiye, app ke piche wo jo chup raha he na wo. daad, bahar aiye.",0
27,indu,fear,"haa, tum uske awaz sune hain? kitne bhari hain. jar wo phone pain 'hello, maya hain' kahta hain toh aisa lagta hain ke kohi don baat kar raha hain.",0
27,maya,anger,what nonsense! tumne unhe gaana gaate hue suna hain kabhi?,0
27,indu,neutral,"of course, main toh bachane daura bhi tha.",0
27,sahil,surprise,bachane?,0
